Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2890959.5	32.68136563654315
ackermann	wasmtime_app	2.8775442327407394	8775095	18.89366377913647
base64	base_native	1	251350254	0.7950232797505917
base64	wasmtime_app	1.430898362844459	359812363	2.1635729653955402
ctype	base_native	1	654540529	0.1870801185723146
ctype	wasmtime_app	1.4750226307223826	965462093	0
ed25519	base_native	1	1433806465	0
ed25519	wasmtime_app	4.693621804808922	6729745288	0
fib2	base_native	1	6956536055	0
fib2	wasmtime_app	1.5338597036855293	10670350332	0
gimli	base_native	1	4148125.5	0.27743141833073076
gimli	wasmtime_app	2.2864597528205257	9360507.5	5.24467068855963
heapsort	base_native	1	1076427412	0
heapsort	wasmtime_app	1.1341314661726583	1220810199	0
keccak	base_native	1	7482110	0.16600671413430393
keccak	wasmtime_app	3.060667856978213	21243743	22.301644481615085
matrix	base_native	1	377891393.5	0.006647029972141911
matrix	wasmtime_app	1.4125110023179186	533775751	1.1257402310693225
matrix2	base_native	1	194289385.5	0.010629326961397524
matrix2	wasmtime_app	1.33939078064698	257708704	1.7019283145399704
memmove	base_native	1	47323511.5	0.030035294676385833
memmove	wasmtime_app	11.006881452663485	520857722.5	1.2323998131141902
minicsv	base_native	1	755219745	0
minicsv	wasmtime_app	1.4617144047260047	1103915580	0
nestedloop	base_native	1	1578534	0.8330271252633711
nestedloop	wasmtime_app	3.997342648467889	6206618.5	5.073307808198177
nestedloop2	base_native	1	1568285	0.9788553415296571
nestedloop2	wasmtime_app	4.185399150877858	6208006	17.589752120197677
nestedloop3	base_native	1	2081581	0.765294692028247
nestedloop3	wasmtime_app	3.291843355680525	6729521	5.551175392974961
random	base_native	1	577697877.5	0.017685812930899235
random	wasmtime_app	0.5033893585665805	290633130	0.11000034500722823
random2	base_native	1	577637056	0.009076484767254572
random2	wasmtime_app	0.5032319735156788	290380191	0.19461819622360066
ratelimit	base_native	1	25929969.5	0.0739216114579486
ratelimit	wasmtime_app	1.5059264491016224	38316642	5.943946741618859
seqhash	base_native	1	7131916945	0
seqhash	wasmtime_app	1.358193667523143	9686524432	0
sieve	base_native	1	569251609	0.00012421691392822178
sieve	wasmtime_app	1.348295493355382	767519379	0
strcat	base_native	1	65899488	0.19811902646919596
strcat	wasmtime_app	5.326325007715335	351199435	0.4271958665983636
strcat2	base_native	1	2609026	0.7988392148432608
strcat2	wasmtime_app	3.6199733063901895	8510069	30.874588336470833
strchr	base_native	1	155210141	0.015003122299505149
strchr	wasmtime_app	2.6207876028737784	406771319	1.5324498081408344
strlen	base_native	1	47950550.5	0.32316320505707635
strlen	wasmtime_app	4.571187966344743	217144345.5	1.9737202163923544
strtok	base_native	1	374239140	0.01487867639694658
strtok	wasmtime_app	3.2635603694471937	1221352026	0
switch	base_native	1	52353886.5	0.03744419996051939
switch	wasmtime_app	1.2082074809328038	59208451.5	20.043752306831816
switch2	base_native	1	1452732510	0
switch2	wasmtime_app	0.20105643903662163	268566684	13.944582058549425
xblabla20	base_native	1	3048650	0.5327252760838206
xblabla20	wasmtime_app	4.343406594421282	9737403	84.23122112789873
xchacha20	base_native	1	4197597.5	0.4764662674746732
xchacha20	wasmtime_app	2.6390361939342664	10102025.5	28.33665774165058
