Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2947284	6.465092315034865
ackermann	wasmtime_app	3.120818439990982	8946178	17.092761653624212
base64	base_native	1	257437120	0.3251590855409756
base64	wasmtime_app	1.3891940070156825	357021986	2.620884568141595
ctype	base_native	1	654319328	0.13643785894870655
ctype	wasmtime_app	1.4998369664543976	981372316	0
ed25519	base_native	1	1433171243	0
ed25519	wasmtime_app	4.725139999896021	6771934767	0
fib2	base_native	1	6955886886	0
fib2	wasmtime_app	1.5334105441633543	10666230295	0
gimli	base_native	1	4157261.5	0.1932754521271885
gimli	wasmtime_app	2.2771328607122943	9326365.5	4.850128854107736
heapsort	base_native	1	1076539932	0
heapsort	wasmtime_app	1.1335923301356925	1220357410	0
keccak	base_native	1	7498947	0.13227218020936488
keccak	wasmtime_app	3.055049069739625	21305646	21.886297490537608
matrix	base_native	1	377881779	0.005669477187570353
matrix	wasmtime_app	1.4116192792137776	533425204.5	1.0272605566683295
matrix2	base_native	1	194269855.5	0.011722204029500093
matrix2	wasmtime_app	1.3391432139416686	257635401	1.7103012794890413
memmove	base_native	1	47344343	0.03603457991215425
memmove	wasmtime_app	11.003462011774525	520983867	1.1996754257832578
minicsv	base_native	1	716144448	0
minicsv	wasmtime_app	1.5625560333883926	1119015828	0
nestedloop	base_native	1	1591703	1.4695244166629706
nestedloop	wasmtime_app	3.915675661105965	6147310.5	4.673320047627156
nestedloop2	base_native	1	1591678	1.0759398577634258
nestedloop2	wasmtime_app	3.9551035541097015	6187282.5	5.04972946352739
nestedloop3	base_native	1	2096473	1.2306380660345597
nestedloop3	wasmtime_app	3.251208330259918	6728047.5	5.834079729209548
random	base_native	1	577694138	0.02208907962989389
random	wasmtime_app	0.503120987182321	290393062	0.18137756333176358
random2	base_native	1	577652740	0.016680369705364177
random2	wasmtime_app	0.5031380029461991	290331816	0.19245582813716033
ratelimit	base_native	1	25944534	0.06492808794635822
ratelimit	wasmtime_app	1.5031935199868791	38271288	5.931614024605223
seqhash	base_native	1	7123465276	0
seqhash	wasmtime_app	1.358186928291275	9674997422	0
sieve	base_native	1	569255496.5	0.0010713635661371208
sieve	wasmtime_app	1.3471087301130698	766849049	0
strcat	base_native	1	65851039.5	0.05207743694823723
strcat	wasmtime_app	5.332193402223557	351203378.5	1.6007307982142582
strcat2	base_native	1	2596618	0.66258888309088
strcat2	wasmtime_app	3.6172322231175578	8500657	30.9896430515982
strchr	base_native	1	154798011	0.04189433784754669
strchr	wasmtime_app	2.62720805862439	406701504.5	1.5398244208507261
strlen	base_native	1	56251231.5	1.4331589840036436
strlen	wasmtime_app	3.880079735665541	217162343.5	1.8863284566979692
strtok	base_native	1	374312094	0.014441287327089894
strtok	wasmtime_app	3.2618820379338316	1220961896	0
switch	base_native	1	52332292.5	0.06872139794237027
switch	wasmtime_app	3.420041132971225	179030921.5	0.08538501558152954
switch2	base_native	1	1452649743	0
switch2	wasmtime_app	0.33051341165590253	480120222.5	0.4653796410593606
xblabla20	base_native	1	3059290	0.3949291009758263
xblabla20	wasmtime_app	37.6615769135733	115138731	0.09017998097506345
xchacha20	base_native	1	4192297	0.3643816311968283
xchacha20	wasmtime_app	9.529584369238474	40001600	0.08580694290112409
