Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	3032928.5	30.450775107820338
ackermann	wasmtime_app	2.7306805756976	8691772	14.557994500117427
base64	base_native	1	257420739	1.9163170948737576
base64	wasmtime_app	1.3666067199626384	355205567	1.8046714609654173
ctype	base_native	1	653935809.5	0.06898330733370721
ctype	wasmtime_app	1.4535943944204512	950557427	0
ed25519	base_native	1	1433055690	0
ed25519	wasmtime_app	4.691156813312677	6722688964	0
fib2	base_native	1	6955894786	0
fib2	wasmtime_app	1.5371899949551653	10692531871	0
gimli	base_native	1	4139400	0.1732245650712293
gimli	wasmtime_app	2.2968317001441285	9343807	5.729796186368137
heapsort	base_native	1	1076250098	0
heapsort	wasmtime_app	1.133928738559799	1220390916	0
keccak	base_native	1	7481623	0.14106739075990496
keccak	wasmtime_app	3.050236546730441	21266033	21.703113272946723
matrix	base_native	1	377883232	0.004055705857686014
matrix	wasmtime_app	1.4119917961853359	533568023.5	1.1051316701037783
matrix2	base_native	1	194258126	0.008698044567960923
matrix2	wasmtime_app	1.3400038511637333	257761222	1.7082512959588623
memmove	base_native	1	47326568	0.026336980544365604
memmove	wasmtime_app	10.99664945174757	520454520	1.3843972159172415
minicsv	base_native	1	731743239	0
minicsv	wasmtime_app	1.5190749155661143	1111572799	0
nestedloop	base_native	1	1578929	1.1936061308680384
nestedloop	wasmtime_app	3.9630167683137083	6154963.5	4.659771068096841
nestedloop2	base_native	1	1578879	0.9251537663927704
nestedloop2	wasmtime_app	3.9927016910883593	6156838	6.025044148844944
nestedloop3	base_native	1	2081174	0.8245415831561697
nestedloop3	wasmtime_app	3.274616334501315	6704042	5.714474571313073
random	base_native	1	578535060	0.23357969970171075
random	wasmtime_app	0.5024543611929068	290400190	0.17233438661044356
random2	base_native	1	577618577.5	0.013070404391643116
random2	wasmtime_app	0.5032746227187728	290420739	0.17513517020021793
ratelimit	base_native	1	25937184	0.06703766128649184
ratelimit	wasmtime_app	1.5042957715795684	38284150	5.919238652467246
seqhash	base_native	1	7104376650	0
seqhash	wasmtime_app	1.3600918509859694	9662604788	0
sieve	base_native	1	569238771	0.0007950061784519426
sieve	wasmtime_app	1.3462751960020658	766352038	0
strcat	base_native	1	65846363.5	0.07017007074037405
strcat	wasmtime_app	5.332594840656573	351199923	1.6259754872540428
strcat2	base_native	1	2597493	0.3556560952565392
strcat2	wasmtime_app	3.6148464057207796	8480347	30.736494973048227
strchr	base_native	1	155161486	0.20427006754451432
strchr	wasmtime_app	2.623200406733056	406527288.5	1.5035185857903333
strlen	base_native	1	51252719	0.8582746144454914
strlen	wasmtime_app	4.258626955552611	217046756.5	1.8903519910621116
strtok	base_native	1	374229939.5	0.009191841687049727
strtok	wasmtime_app	3.2630506464328466	1221131246	0
switch	base_native	1	52352852.5	0.029268424914736434
switch	wasmtime_app	1.2064137211628487	59152145	20.09854555004767
switch2	base_native	1	1452706479	0
switch2	wasmtime_app	0.2013514429067723	268516869	14.209214110632233
xblabla20	base_native	1	3050265	0.3768927802638693
xblabla20	wasmtime_app	4.327257667364679	9688848.5	84.28416316848347
xchacha20	base_native	1	4194546	0.17377339109630968
xchacha20	wasmtime_app	2.632376367085555	10055651.5	28.343324318300056
