Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2935027.5	62.30485991409069
ackermann	wasmtime_app	2.6193952407532177	9446828.5	13.743396543656122
base64	base_native	1	257431553	0.9411270945475935
base64	wasmtime_app	1.4081012482670967	360589420	1.8507053054048719
ctype	base_native	1	659452487	0.1969074527094933
ctype	wasmtime_app	1.4960721120155545	986588475	0
ed25519	base_native	1	1434258039	0
ed25519	wasmtime_app	4.712058437345108	6758307694	0
fib2	base_native	1	6957285835	0
fib2	wasmtime_app	1.5347544042654675	10677725077	0
gimli	base_native	1	4147904.5	0.2632160522227351
gimli	wasmtime_app	2.2874209647456034	9343746.5	4.9969511492034036
heapsort	base_native	1	1076444713	0
heapsort	wasmtime_app	1.1337507809376923	1220420034	0
keccak	base_native	1	7495733	0.1894571186215722
keccak	wasmtime_app	3.0440965981751473	21272269.5	22.272908695855104
matrix	base_native	1	377878432	0.006741007829063975
matrix	wasmtime_app	1.4120123069103876	533568996.5	1.074134155135581
matrix2	base_native	1	194265318	0.034927540479841875
matrix2	wasmtime_app	1.3389017698560177	257640658	1.675305400840574
memmove	base_native	1	47333955	0.03531816386846348
memmove	wasmtime_app	11.00945428927902	521149889.5	1.2894915425998916
minicsv	base_native	1	742355277	0
minicsv	wasmtime_app	1.499043332051373	1112822728	0
nestedloop	base_native	1	1579579	0.9022588741021581
nestedloop	wasmtime_app	3.9981207674406054	6199616	4.648051399441787
nestedloop2	base_native	1	1585954	1.150336678944184
nestedloop2	wasmtime_app	3.9779316351016547	6184379.5	4.3070984119882265
nestedloop3	base_native	1	2089214	1.3086164120982695
nestedloop3	wasmtime_app	3.2654758410228943	6732060	5.649113292554866
random	base_native	1	577588517.5	0.0028339924326295824
random	wasmtime_app	0.5032468153247177	290385390	0.1806326153856531
random2	base_native	1	577656716	0.01583318105477634
random2	wasmtime_app	0.503208780027987	290394465	0.17497385885601452
ratelimit	base_native	1	25914112.5	0.048692890727057465
ratelimit	wasmtime_app	1.5056007900568533	38314085	5.8193799591557624
seqhash	base_native	1	7127247144	0
seqhash	wasmtime_app	1.3573407011912089	9674102636	0
sieve	base_native	1	569250971.5	0.002239012381006981
sieve	wasmtime_app	1.3472676102406969	766933396	0
strcat	base_native	1	65851382.5	0.0626568879413608
strcat	wasmtime_app	5.354309162866018	352651878.5	1.0137515257406253
strcat2	base_native	1	2592425	0.42375086864616673
strcat2	wasmtime_app	3.622389970473083	8476872	30.65205372241609
strchr	base_native	1	154612977	0.052910385845708695
strchr	wasmtime_app	2.6300145179974037	406733865	1.5335550954912256
strlen	base_native	1	47030289	0.4644602811939422
strlen	wasmtime_app	4.648252844724836	217071853	1.848422606520552
strtok	base_native	1	374142852.5	0.0027213216754702263
strtok	wasmtime_app	3.2634891775728896	1221011150	0
switch	base_native	1	52341748	0.05076784071004877
switch	wasmtime_app	1.207742112261078	59201803	20.110356536990622
switch2	base_native	1	1452679681	0
switch2	wasmtime_app	0.20133345533224037	268558227	14.163348909564982
xblabla20	base_native	1	3043811	0.3018000535500533
xblabla20	wasmtime_app	4.3502657652806045	9726849.5	84.03789525275705
xchacha20	base_native	1	4190690.5	0.34994361375009647
xchacha20	wasmtime_app	2.6463593881743743	10099265.5	28.36072155395816
