Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2933835	30.749767157854524
ackermann	wasmtime_app	2.7742837063293035	8197274	16.23660627963237
base64	base_native	1	257437707	1.6704048088153356
base64	wasmtime_app	1.3951132691398325	355812503.5	2.1594653858014925
ctype	base_native	1	653980153	0.04869864606317168
ctype	wasmtime_app	1.5041343647625955	983674022	0
ed25519	base_native	1	1432960035	0
ed25519	wasmtime_app	4.705299102078587	6742505566	0
fib2	base_native	1	6955937585	0
fib2	wasmtime_app	1.538817560422374	10703918905	0
gimli	base_native	1	4131475	0.2948193552352978
gimli	wasmtime_app	2.2830906580391583	9281198.5	5.165930421512405
heapsort	base_native	1	1076398837	0
heapsort	wasmtime_app	1.1336919448938423	1220304691	0
keccak	base_native	1	7471723	0.07856278531488402
keccak	wasmtime_app	3.0670683953510562	21465466.5	21.79842116887331
matrix	base_native	1	377867011	0.005622915984347038
matrix	wasmtime_app	1.412310033595391	533665371	1.0661029331843739
matrix2	base_native	1	194257296.5	0.007691759051546543
matrix2	wasmtime_app	1.3393942372263379	257640875	1.702504999583024
memmove	base_native	1	47330642	0.022443778297652574
memmove	wasmtime_app	10.993097813716345	520345881.5	1.4249250028638518
minicsv	base_native	1	753402288	0
minicsv	wasmtime_app	1.465678222097462	1104245326	0
nestedloop	base_native	1	1571505	0.8702432485761264
nestedloop	wasmtime_app	4.0060221479185625	6197414.5	4.7865941346353935
nestedloop2	base_native	1	1576029	1.1860296988977894
nestedloop2	wasmtime_app	4.043880629663212	6213376.5	5.877027092009523
nestedloop3	base_native	1	2072274	1.2211003080052265
nestedloop3	wasmtime_app	3.317644726620663	6781981	5.716671699147018
random	base_native	1	577620976	0.01192268991403155
random	wasmtime_app	0.5032758828804491	290400474	0.1933300036629619
random2	base_native	1	577624987.5	0.016081453976942644
random2	wasmtime_app	0.5034879127927846	290714281	0.16178334314211523
ratelimit	base_native	1	25929409	0.056762664560176035
ratelimit	wasmtime_app	1.505190302651927	38293465	5.898414607038691
seqhash	base_native	1	7101479373	0
seqhash	wasmtime_app	1.361638735411138	9669649393	0
sieve	base_native	1	569232032	0.0077136387652478175
sieve	wasmtime_app	1.347925160332509	767282178	0
strcat	base_native	1	65842499	0.0871621785471724
strcat	wasmtime_app	5.377686967256159	354173486	1.606993103363991
strcat2	base_native	1	2597218	0.6771834974979205
strcat2	wasmtime_app	3.62558191146124	8490144	30.67510758594194
strchr	base_native	1	155224853	0.006559307807007933
strchr	wasmtime_app	2.6196743344512554	406640567	1.5503861441437023
strlen	base_native	1	57240556	0.4232117292974783
strlen	wasmtime_app	3.828030873837233	217114051.5	1.8519287598184853
strtok	base_native	1	374216793.5	0.0020549014311950446
strtok	wasmtime_app	3.2629347325108755	1221044973	0
switch	base_native	1	52368838	0.06102913542142544
switch	wasmtime_app	1.2068120157715425	59170804	20.10046541222166
switch2	base_native	1	1452647171	0
switch2	wasmtime_app	0.20121489478098925	268721932	14.017434237639275
xblabla20	base_native	1	3046716	0.20433999495569108
xblabla20	wasmtime_app	4.3469841294185505	9724747.5	84.27277451038783
xchacha20	base_native	1	4188909.5	0.30985844534577245
xchacha20	wasmtime_app	2.6305087920617907	10050816	28.446021978406623
