Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2938744	59.50625236859603
ackermann	wasmtime_app	2.544864592403423	8934047.5	15.078494342049876
base64	base_native	1	257438394	0.01455839430109733
base64	wasmtime_app	1.4019183214676962	360937005.5	4.017713406205862
ctype	base_native	1	654433844.5	0.1603788455286098
ctype	wasmtime_app	1.4991076978140607	981066814	0
ed25519	base_native	1	1433288529	0
ed25519	wasmtime_app	4.714597447950412	6757378441	0
fib2	base_native	1	6956398821	0
fib2	wasmtime_app	1.5382953251179041	10700995786	0
gimli	base_native	1	4148875	0.37592908563261396
gimli	wasmtime_app	2.286811471198219	9351124	4.916914671897977
heapsort	base_native	1	1076432794	0
heapsort	wasmtime_app	1.1338261987213296	1220487703	0
keccak	base_native	1	7489192.5	0.11231585348996374
keccak	wasmtime_app	3.0516578879818446	21213031.5	21.958764192174414
matrix	base_native	1	377926162.5	0.010921695355822934
matrix	wasmtime_app	1.4127697285312975	533922642	1.193855000864948
matrix2	base_native	1	194293220	0.008405724993033412
matrix2	wasmtime_app	1.3393797600293111	257652913	1.7184167976895697
memmove	base_native	1	47329018	0.032467865562563925
memmove	wasmtime_app	10.983374277239239	519866782.5	1.447529730169984
minicsv	base_native	1	753563709	0
minicsv	wasmtime_app	1.4782305128231699	1113940868	0
nestedloop	base_native	1	1578968	1.119458786580114
nestedloop	wasmtime_app	3.995728943924797	6202563.5	4.895416828775365
nestedloop2	base_native	1	1583717	0.8966469252129383
nestedloop2	wasmtime_app	3.983359435237727	6207638	4.242757718962388
nestedloop3	base_native	1	2081399	0.4855390071359719
nestedloop3	wasmtime_app	3.2958025037316983	6738121	5.657573860072549
random	base_native	1	577633375.5	0.002191096431279188
random	wasmtime_app	0.5032830511481875	290454869	0.16534712051887024
random2	base_native	1	577683199	0.018219086502969332
random2	wasmtime_app	0.5032122378434158	290400422	0.18285144131803352
ratelimit	base_native	1	25922315	0.039172997517079235
ratelimit	wasmtime_app	1.5058073585352019	38314320.5	5.841517714225469
seqhash	base_native	1	7123586494	0
seqhash	wasmtime_app	1.3606327433749554	9692585034	0
sieve	base_native	1	569284901.5	0.0019375463235834572
sieve	wasmtime_app	1.3475690097851647	767150691	0
strcat	base_native	1	65853588	0.03212946003710419
strcat	wasmtime_app	5.3329533380721745	351225202	1.6204705798865078
strcat2	base_native	1	2587156	0.4359848595950703
strcat2	wasmtime_app	3.618616663110642	8456536.5	30.829359607908714
strchr	base_native	1	155189355	0.04174556541797275
strchr	wasmtime_app	2.620870029537057	406780753.5	1.5428365882278752
strlen	base_native	1	48154588.5	0.3673966834933096
strlen	wasmtime_app	4.548649156173179	217063545	1.8754851430932784
strtok	base_native	1	374283444.5	0.0007604142892502032
strtok	wasmtime_app	3.2632566840663455	1221382952	0
switch	base_native	1	52329363	0.05394589277700903
switch	wasmtime_app	1.207560381199406	59182209.5	20.055437761210303
switch2	base_native	1	1452836400	0
switch2	wasmtime_app	0.20191658468909507	268579024	14.640792682146342
xblabla20	base_native	1	3043540	0.3169065772540504
xblabla20	wasmtime_app	4.346182301158419	9725203	83.95071085078307
xchacha20	base_native	1	4193948	0.26028935928512925
xchacha20	wasmtime_app	2.6445598875265923	10089844.5	28.693108038115874
