Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2916149	39.232942221308676
ackermann	wasmtime_app	2.574889706172378	7967236.5	20.470573137660455
base64	base_native	1	251386942	1.6504024824795653
base64	wasmtime_app	1.4047102946820185	355100922.5	1.8669591680842679
ctype	base_native	1	659325555	0.13816757815249606
ctype	wasmtime_app	1.4399937311697255	949424666	0
ed25519	base_native	1	1433068358	0
ed25519	wasmtime_app	4.702685233665594	6739269406	0
fib2	base_native	1	6955827916	0
fib2	wasmtime_app	1.5397428243393019	10710186121	0
gimli	base_native	1	4131802.5	0.3346399199002181
gimli	wasmtime_app	2.2986427771976667	9328381	6.051005895057928
heapsort	base_native	1	1076275073	0
heapsort	wasmtime_app	1.1340143329696906	1220511359	0
keccak	base_native	1	7473585	0.1671899955746013
keccak	wasmtime_app	3.063620735110106	21329753	21.73848831493319
matrix	base_native	1	377859134	0.0003461997944437974
matrix	wasmtime_app	1.4121991331827908	533612341.5	1.0672044523669109
matrix2	base_native	1	194253075	0.004496678556747049
matrix2	wasmtime_app	1.3395507992551656	257633065	1.7193646980261679
memmove	base_native	1	47326778.5	0.017406336030868778
memmove	wasmtime_app	10.984182650077782	519841037.5	1.219957670087381
minicsv	base_native	1	746690540	0
minicsv	wasmtime_app	1.4962994013557478	1117272608	0
nestedloop	base_native	1	1578991	1.0213781852657258
nestedloop	wasmtime_app	3.9722798490183915	6149681	4.6898196041031985
nestedloop2	base_native	1	1576591	0.9160476270910446
nestedloop2	wasmtime_app	3.9135381164391427	6081608	4.238949817619176
nestedloop3	base_native	1	2079356	0.6405786830592226
nestedloop3	wasmtime_app	3.271983619373104	6685814	5.554006864961735
random	base_native	1	577549372.5	0.0008600866652028951
random	wasmtime_app	0.5032453907941293	290382010	0.175278047927091
random2	base_native	1	577637729	0.020533402045604453
random2	wasmtime_app	0.5031476969192226	290363960	0.18322367523726324
ratelimit	base_native	1	25910128.5	0.04920475070498077
ratelimit	wasmtime_app	1.5049841487475295	38273470	5.860620138603148
seqhash	base_native	1	7123730606	0
seqhash	wasmtime_app	1.362490805705799	9706017453	0
sieve	base_native	1	569240069.5	0.007735268251573338
sieve	wasmtime_app	1.3469949799449246	766763516	0
strcat	base_native	1	65840516.5	0.04112736452534849
strcat	wasmtime_app	5.357041096318125	352754371.5	1.0425034236231376
strcat2	base_native	1	2587046	0.445045738807114
strcat2	wasmtime_app	3.6161650567440367	8462420.5	30.76541358537724
strchr	base_native	1	155075248	0.02019818868590946
strchr	wasmtime_app	2.6219319696488292	406639038	1.5222637892735265
strlen	base_native	1	51239659	0.6432847999035058
strlen	wasmtime_app	4.2827479367363805	217130040.5	1.8659948324602917
strtok	base_native	1	374119904	0.0011763695433069158
strtok	wasmtime_app	3.264802318563623	1221427530	0
switch	base_native	1	52332708.5	0.06003789734511605
switch	wasmtime_app	1.207295901571371	59163087.5	20.095248430827898
switch2	base_native	1	1452669358	0
switch2	wasmtime_app	0.20125040594406204	268552822	14.109128743499825
xblabla20	base_native	1	3033016	0.4233613414661621
xblabla20	wasmtime_app	4.352995874616002	9697831.5	84.1951186387052
xchacha20	base_native	1	4177162	0.3575940037796591
xchacha20	wasmtime_app	2.6500213392732834	10067470.5	28.892491728167602
