Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2892049.5	40.74754069802848
ackermann	wasmtime_app	2.8262073054127135	8719724.5	18.980006639197107
base64	base_native	1	253398407	0.3410396614732766
base64	wasmtime_app	1.4539147363783156	367744136.5	3.599006702167771
ctype	base_native	1	653695620	0.011927977238311708
ctype	wasmtime_app	1.359275628923443	888552525	0
ed25519	base_native	1	1433157614	0
ed25519	wasmtime_app	4.705116789757362	6743173952	0
fib2	base_native	1	6956304076	0
fib2	wasmtime_app	1.5352235499372957	10679481838	0
gimli	base_native	1	4137240.5	0.26213360300552996
gimli	wasmtime_app	2.3186499690302704	9437650	5.813051016025709
heapsort	base_native	1	1076389269	0
heapsort	wasmtime_app	1.1338876010292147	1220504446	0
keccak	base_native	1	7478981.5	0.16638847190595007
keccak	wasmtime_app	3.0590858690906786	21274789	22.15001223438644
matrix	base_native	1	377884140.5	0.006371338781448743
matrix	wasmtime_app	1.4127933532579677	533872202	1.1648592804523512
matrix2	base_native	1	194260017.5	0.015258253898193524
matrix2	wasmtime_app	1.33959029742967	257704127	1.6932492703658173
memmove	base_native	1	47323600	0.03137909491631772
memmove	wasmtime_app	11.003553734418414	520757791	1.292799160438988
minicsv	base_native	1	747472426	0
minicsv	wasmtime_app	1.474903521056441	1102449713	0
nestedloop	base_native	1	1584199	1.7294861736146419
nestedloop	wasmtime_app	3.9757008984086633	6201104.5	4.813605376962056
nestedloop2	base_native	1	1572550	1.0708958816349015
nestedloop2	wasmtime_app	3.985367837968715	6209766.5	4.285585939438702
nestedloop3	base_native	1	2087300	1.3342118299671675
nestedloop3	wasmtime_app	3.274350219834325	6723315	5.592144640964311
random	base_native	1	577574050.5	0.002821820714670202
random	wasmtime_app	0.503299994315332	290449737	0.16610460734057034
random2	base_native	1	577635760	0.012745741028419593
random2	wasmtime_app	0.5032887108651306	290461537	0.16560610290534986
ratelimit	base_native	1	25928942.5	0.06254272288514853
ratelimit	wasmtime_app	1.5068523682784873	38345671	5.852559870970357
seqhash	base_native	1	7099676187	0
seqhash	wasmtime_app	1.363680940368499	9681693099	0
sieve	base_native	1	569242058.5	0.009964972237476727
sieve	wasmtime_app	1.3477652442295776	767204662	0
strcat	base_native	1	65835071	0.05791908256852963
strcat	wasmtime_app	5.357441556449952	352737061	0.9996016089076961
strcat2	base_native	1	2580577	0.9122766230034565
strcat2	wasmtime_app	3.6604202031120625	8524510	30.645368153286547
strchr	base_native	1	154604827	0.026865743049892143
strchr	wasmtime_app	2.631366439056471	406800508.5	1.5391969336730733
strlen	base_native	1	47476993	0.3230034192369962
strlen	wasmtime_app	4.614039746962642	217078423.5	1.891530425463817
strtok	base_native	1	374221114.5	0.010590320062007733
strtok	wasmtime_app	3.264034616625033	1221470672	0
switch	base_native	1	52309763.5	0.07029787071526898
switch	wasmtime_app	1.209032141255465	59238268	20.071007779858252
switch2	base_native	1	1452646037	0
switch2	wasmtime_app	0.20101537095922287	268612839	13.876571516085509
xblabla20	base_native	1	3047705	0.40836783078657585
xblabla20	wasmtime_app	4.367700637226878	9778232.5	83.9413333966812
xchacha20	base_native	1	4178788.5	0.3068233651861765
xchacha20	wasmtime_app	2.6596730677055467	10133589	28.301098616065104
