Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2992673.5	36.857087416493194
ackermann	wasmtime_app	2.8995126870678756	9325147.5	17.231045257832967
base64	base_native	1	261592141	0.2097074282577997
base64	wasmtime_app	1.3850105328807822	361957811.5	3.5900946124432562
ctype	base_native	1	657420759	0.8020491005748767
ctype	wasmtime_app	1.3217231584255464	868928242	0
ed25519	base_native	1	1433258922	0
ed25519	wasmtime_app	4.714692091761491	6757374505	0
fib2	base_native	1	6956047209	0
fib2	wasmtime_app	1.5330196037489257	10663756736	0
gimli	base_native	1	4141416.5	0.31569203050885186
gimli	wasmtime_app	2.2934370926352314	9338159.5	5.01250653814478
heapsort	base_native	1	1076363153	0
heapsort	wasmtime_app	1.1339206675723132	1220510425	0
keccak	base_native	1	7478316	0.16741013575775096
keccak	wasmtime_app	3.062231575006327	21323716.5	21.886088283113644
matrix	base_native	1	377915544.5	0.003648401164497876
matrix	wasmtime_app	1.4130032100333465	533995877.5	1.1836130649263161
matrix2	base_native	1	194258456.5	0.014236544654275292
matrix2	wasmtime_app	1.3397342835166615	257763169	1.6893254903031487
memmove	base_native	1	47343073	0.03844533497529299
memmove	wasmtime_app	11.011104459475122	521341828	1.2545153890676988
minicsv	base_native	1	725430258	0
minicsv	wasmtime_app	1.5301959337350939	1110050431	0
nestedloop	base_native	1	1579037	0.9863422351478677
nestedloop	wasmtime_app	4.017759648240395	6224339.5	4.802096197678563
nestedloop2	base_native	1	1583337	0.7995518258405614
nestedloop2	wasmtime_app	4.003897942088429	6216827.5	4.383683915369319
nestedloop3	base_native	1	2080076	0.38921545789161577
nestedloop3	wasmtime_app	3.3129686956053446	6764974	5.67878353021419
random	base_native	1	577583228.5	0.0020933465957640386
random	wasmtime_app	0.5033611036254896	290453598	0.17027079550486104
random2	base_native	1	577668222.5	0.016383085483084314
random2	wasmtime_app	0.5032937795016066	290434724	0.1831480557556783
ratelimit	base_native	1	25947786.5	0.07077511752214857
ratelimit	wasmtime_app	1.5050340368362165	38322661	5.867003365009939
seqhash	base_native	1	7111113424	0
seqhash	wasmtime_app	1.3632263448762563	9694057161	0
sieve	base_native	1	569266171.5	0.0015898116110710475
sieve	wasmtime_app	1.3474917014281078	767081442	0
strcat	base_native	1	65852590	0.05445435182350863
strcat	wasmtime_app	5.356241404139764	352773209.5	1.0114469451728327
strcat2	base_native	1	2592065	0.48056020571275815
strcat2	wasmtime_app	3.631461359693154	8506159.5	30.917232706459686
strchr	base_native	1	155155933	0.022161232716701965
strchr	wasmtime_app	2.621403909225785	406742319.5	1.5412067074579399
strlen	base_native	1	54843600.5	1.9502065317464308
strlen	wasmtime_app	3.969632962301572	217024891	1.866965207619635
strtok	base_native	1	374275091.5	0.02652818767136927
strtok	wasmtime_app	3.2631392116031317	1221311727	0
switch	base_native	1	52326229.5	0.030141970969661213
switch	wasmtime_app	1.208547195034068	59212003.5	20.154583862488614
switch2	base_native	1	1452687362	0
switch2	wasmtime_app	0.2016289485234286	268613022	14.367158152321936
xblabla20	base_native	1	3037608	0.836492875497612
xblabla20	wasmtime_app	4.360493571953444	9765734	83.87794438077594
xchacha20	base_native	1	4183438.5	0.2915311786069001
xchacha20	wasmtime_app	2.6570886581441036	10128149	28.20551601303955
