Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2849574	30.23872198918858
ackermann	wasmtime_app	2.8644506953181796	8915284	14.69456362604236
base64	base_native	1	249496335	0.04081663412550634
base64	wasmtime_app	1.4454133418335364	360706089	2.0546619675776583
ctype	base_native	1	653932083	0.02606640342593369
ctype	wasmtime_app	1.4266511603468766	932932965	0
ed25519	base_native	1	1433155940	0
ed25519	wasmtime_app	4.7284933194359855	6776668288	0
fib2	base_native	1	6956307677	0
fib2	wasmtime_app	1.5366795071965589	10689615453	0
gimli	base_native	1	4137775	0.21294390904206414
gimli	wasmtime_app	2.2963998668647467	9350597.5	5.113353544603233
heapsort	base_native	1	1076358326	0
heapsort	wasmtime_app	1.1339071873356792	1220490442	0
keccak	base_native	1	7475996	0.087271964067557
keccak	wasmtime_app	3.062811553407408	21341363	22.327346851078406
matrix	base_native	1	377862495	0.0032699683239146905
matrix	wasmtime_app	1.4124693547582698	533719194.5	1.040602363497
matrix2	base_native	1	194266060.5	0.00814759057985071
matrix2	wasmtime_app	1.3395117859994778	257727668	1.6893819627220534
memmove	base_native	1	47334075.5	0.031371703600553365
memmove	wasmtime_app	11.013800624957636	521362049	1.3243536069060726
minicsv	base_native	1	760070841	0
minicsv	wasmtime_app	1.4578858196192794	1108096501	0
nestedloop	base_native	1	1597183	1.3731539146923306
nestedloop	wasmtime_app	3.9767468120413723	6200408	4.527777931227559
nestedloop2	base_native	1	1586784	1.9957369256197333
nestedloop2	wasmtime_app	3.9587000250022246	6197258.5	4.202666985212344
nestedloop3	base_native	1	2084155	0.6922096270271796
nestedloop3	wasmtime_app	3.30444289898105	6760777.5	5.552367734239855
random	base_native	1	577584305.5	0.00024178909979807813
random	wasmtime_app	0.5033247098851442	290425844	0.1730591419718106
random2	base_native	1	577650277.5	0.021699164433801096
random2	wasmtime_app	0.5032867590027255	290428894	0.18639370311575135
ratelimit	base_native	1	25935226.5	0.04588972236948765
ratelimit	wasmtime_app	1.505631927281158	38332377.5	5.854039657838638
seqhash	base_native	1	7116946801	0
seqhash	wasmtime_app	1.3594197986193435	9674918387	0
sieve	base_native	1	569235684	0.011486659373996668
sieve	wasmtime_app	1.3481245898140146	767400623	0
strcat	base_native	1	65839141.5	0.046806150354019145
strcat	wasmtime_app	5.357716703587661	352805286.5	1.025313319828858
strcat2	base_native	1	2594326	0.5799342180365317
strcat2	wasmtime_app	3.6253242196325743	8497619.5	31.129501532203562
strchr	base_native	1	154607369	0.016709415990114107
strchr	wasmtime_app	2.631414034999069	406857262	1.5607525938003879
strlen	base_native	1	47608985	0.36236206164048496
strlen	wasmtime_app	4.601964696998832	217051368.5	1.9073945640422152
strtok	base_native	1	374280525.5	0.012699678903849597
strtok	wasmtime_app	3.263323319770213	1221398367	0
switch	base_native	1	52339927	0.0528194418867401
switch	wasmtime_app	1.2095129069281767	59233902.5	20.30551704929052
switch2	base_native	1	1452965131	0
switch2	wasmtime_app	0.20095969735972968	268628193	13.87458039371389
xblabla20	base_native	1	3037776	0.4847534642946449
xblabla20	wasmtime_app	4.363182203542518	9754725.5	84.02862548575149
xchacha20	base_native	1	4179385	0.28880536702946613
xchacha20	wasmtime_app	2.64909398787234	10064708.5	28.823043203241028
