Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2844694	31.154659791098272
ackermann	wasmtime_app	3.0290674313612356	8926916.5	23.527116450504618
base64	base_native	1	249495452	0.02118112861727247
base64	wasmtime_app	1.4498648389679734	361775845	3.6689478983325734
ctype	base_native	1	653722441	0.002974354412451275
ctype	wasmtime_app	1.4629176620234765	956342105	0
ed25519	base_native	1	1433252251	0
ed25519	wasmtime_app	4.711749910937345	6753126166	0
fib2	base_native	1	6956114625	0
fib2	wasmtime_app	1.5360647755283359	10685042650	0
gimli	base_native	1	4131873.5	0.19111826707105423
gimli	wasmtime_app	2.305117366389016	9391687	4.735368137515815
heapsort	base_native	1	1076330299	0
heapsort	wasmtime_app	1.1338804994469454	1220429937	0
keccak	base_native	1	7480815	0.14078310630126364
keccak	wasmtime_app	3.0571547840571793	21308116.5	21.769759320038652
matrix	base_native	1	377873417	0.002773984740056319
matrix	wasmtime_app	1.4123168804435904	533677005.5	1.0516932842492155
matrix2	base_native	1	194270585	0.01035651325174623
matrix2	wasmtime_app	1.3394838604505468	257709230	1.688279552288969
memmove	base_native	1	47335172.5	0.02481864785453607
memmove	wasmtime_app	11.01330261771453	521331478	1.3329656786726247
minicsv	base_native	1	752907565	0
minicsv	wasmtime_app	1.4656343650896906	1103487201	0
nestedloop	base_native	1	1579313	0.7545209978354017
nestedloop	wasmtime_app	3.97618609315561	6173675.5	4.645508549341457
nestedloop2	base_native	1	1590063	2.717647980907429
nestedloop2	wasmtime_app	3.9162808122028605	6186537.5	4.314540682059275
nestedloop3	base_native	1	2091085	1.2418615483562394
nestedloop3	wasmtime_app	3.2719273509240807	6732316	5.539511388211553
random	base_native	1	577586880.5	0.000563029424051631
random	wasmtime_app	0.5032738395102795	290411634	0.16578140297060298
random2	base_native	1	577685787.5	0.02573077631645347
random2	wasmtime_app	0.5032378557521635	290455681	0.17538312175692544
ratelimit	base_native	1	25924019	0.05371981535753914
ratelimit	wasmtime_app	1.506592837148348	38348251	5.80302423421774
seqhash	base_native	1	7129541214	0
seqhash	wasmtime_app	1.3576129623871755	9679157568	0
sieve	base_native	1	569297684	0.001850682224043539
sieve	wasmtime_app	1.3478639112116957	767335803	0
strcat	base_native	1	65860872	0.0344124809153141
strcat	wasmtime_app	5.310852788102545	349777196	2.217628606376331
strcat2	base_native	1	2589533	0.3967222072588817
strcat2	wasmtime_app	3.6322198700005632	8507754.5	30.623442469658613
strchr	base_native	1	155257182	0.024653215996875335
strchr	wasmtime_app	2.6192981839597276	406694948.5	1.528048567538483
strlen	base_native	1	48391090	0.1948294418593176
strlen	wasmtime_app	4.52724616598716	217013425.5	1.9387618680870062
strtok	base_native	1	374247941	0.004142336502723436
strtok	wasmtime_app	3.2625357209380077	1220997276	0
switch	base_native	1	52295964	0.07797159011563443
switch	wasmtime_app	1.2092711656178294	59222320	20.107033634287635
switch2	base_native	1	1452726860	0
switch2	wasmtime_app	0.20123149463439624	268577075	14.076024892618541
xblabla20	base_native	1	3038508	0.29440215546012477
xblabla20	wasmtime_app	4.363934906011073	9739490.5	84.12501476117811
xchacha20	base_native	1	4181858.5	0.3443162563929262
xchacha20	wasmtime_app	2.6498364532473953	10082031.5	28.425210704934496
