Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2833316	0.8445514023788744
ackermann	wasmtime_app	3.1403099367281566	8422207	16.117703409751773
base64	base_native	1	249492053	0.03042390456362919
base64	wasmtime_app	1.431677040400691	357254259	2.6929452280053505
ctype	base_native	1	654070331	0.07395844320770627
ctype	wasmtime_app	1.5063890980861505	985284416	0
ed25519	base_native	1	1433267618	0
ed25519	wasmtime_app	4.686371185426447	6716824066	0
fib2	base_native	1	6955960770	0
fib2	wasmtime_app	1.5346938259112695	10675270047	0
gimli	base_native	1	4137604.5	0.23799100084516867
gimli	wasmtime_app	2.297059536408077	9358130	4.932607715767537
heapsort	base_native	1	1076493383	0
heapsort	wasmtime_app	1.1337451602338366	1220469163	0
keccak	base_native	1	7479205	0.15740438767443365
keccak	wasmtime_app	3.0628569165857233	21350552	22.13171898971711
matrix	base_native	1	377948284	0.02566288221639243
matrix	wasmtime_app	1.412692857999588	533924841.5	0.9938080350372106
matrix2	base_native	1	194278313	0.005411731926694795
matrix2	wasmtime_app	1.3399756843634447	257744020	1.742110731881165
memmove	base_native	1	47336819	0.030222362598790256
memmove	wasmtime_app	11.007878637250977	521060318.5	1.3150306713833755
minicsv	base_native	1	751119712	0
minicsv	wasmtime_app	1.4864248896186605	1116483035	0
nestedloop	base_native	1	1584136	0.9150234079618582
nestedloop	wasmtime_app	3.982649718782429	6193855.5	4.460813578044399
nestedloop2	base_native	1	1584636	1.2101587781740777
nestedloop2	wasmtime_app	3.984621426569716	6212279.5	4.12937232892823
nestedloop3	base_native	1	2088682	0.29269632695074094
nestedloop3	wasmtime_app	3.279325862690058	6739775.5	5.481515632619375
random	base_native	1	577589459.5	0.0010069354936452668
random	wasmtime_app	0.5033182627414851	290438055	0.17633360234486561
random2	base_native	1	577678366.5	0.01926543382124937
random2	wasmtime_app	0.5031968188362708	290386983	0.1838612929227775
ratelimit	base_native	1	25917333	0.05696783554171717
ratelimit	wasmtime_app	1.506738536124118	38341584	5.845823652872178
seqhash	base_native	1	7113165176	0
seqhash	wasmtime_app	1.3609800449543223	9680875861	0
sieve	base_native	1	569206229.5	0.00430731642652923
sieve	wasmtime_app	1.3478181215161842	767186471	0
strcat	base_native	1	65848955	0.05446696761843346
strcat	wasmtime_app	5.355419162270888	352690125.5	1.0141199588607812
strcat2	base_native	1	2589954	0.4688686619589198
strcat2	wasmtime_app	3.6306092576753923	8489753	30.94977731945127
strchr	base_native	1	155109823	0.03284743728531054
strchr	wasmtime_app	2.6221431003972415	406707815	1.5119905726605278
strlen	base_native	1	53592243	0.8372998752163102
strlen	wasmtime_app	4.081599928217883	217035766.5	1.928885894261845
strtok	base_native	1	374204156.5	0.0093058527138765
strtok	wasmtime_app	3.2634739667836907	1221205523	0
switch	base_native	1	52354037	0.027621088890599048
switch	wasmtime_app	1.2077761109961032	59213250.5	20.08951678361923
switch2	base_native	1	1452639681	0
switch2	wasmtime_app	0.2010315857994703	268587093	13.907903094223597
xblabla20	base_native	1	3044654	0.23137856252250302
xblabla20	wasmtime_app	4.350572649622391	9731434	84.04924209386155
xchacha20	base_native	1	4174727.5	0.3634132228543124
xchacha20	wasmtime_app	2.6475239520616363	10088252	28.271355537386984
