Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	3020382	32.99839586666854
ackermann	wasmtime_app	2.557356246218805	8473254	8.324375243338629
base64	base_native	1	265899277	1.0284066062191626
base64	wasmtime_app	1.343269145602102	355111078	1.8616790047496616
ctype	base_native	1	659228597	1.1840755272090175
ctype	wasmtime_app	1.4622364372339267	963948075	0
ed25519	base_native	1	1433139734	0
ed25519	wasmtime_app	4.711294898059117	6751943917	0
fib2	base_native	1	6956116215	0
fib2	wasmtime_app	1.5371760360964584	10692775150	0
gimli	base_native	1	4136440.5	0.2691169072563968
gimli	wasmtime_app	2.2977826241297703	9375629	5.239311172717047
heapsort	base_native	1	1076370123	0
heapsort	wasmtime_app	1.1339056249520223	1220502137	0
keccak	base_native	1	7480666.5	0.18917491923723545
keccak	wasmtime_app	3.0709762065416673	21532079.5	22.068841283560634
matrix	base_native	1	377872891	0.009454091481547097
matrix	wasmtime_app	1.4126876331014706	533816360	1.1666885775403768
matrix2	base_native	1	194267784	0.02405559289765648
matrix2	wasmtime_app	1.3393519788603825	257668024	1.7037564323019028
memmove	base_native	1	47338940.5	0.02892260902420462
memmove	wasmtime_app	11.01391387091765	521365951.5	1.3784750730501865
minicsv	base_native	1	746613101	0
minicsv	wasmtime_app	1.488148156671577	1111070910	0
nestedloop	base_native	1	1575706	1.3988622598651057
nestedloop	wasmtime_app	3.978665666321412	6169507	4.485005780599663
nestedloop2	base_native	1	1587830	2.1546285658426965
nestedloop2	wasmtime_app	3.9403365865677116	6184456.5	4.535144604514621
nestedloop3	base_native	1	2088275	0.6659196853751959
nestedloop3	wasmtime_app	3.266078707237765	6706102.5	5.535407977765006
random	base_native	1	577584313	0.0019005235121647018
random	wasmtime_app	0.5032585323463705	290400557	0.1711531342163905
random2	base_native	1	577657571	0.019400655228364684
random2	wasmtime_app	0.5033196613292549	290452854	0.17624479060495588
ratelimit	base_native	1	25928166.5	0.054254495456137225
ratelimit	wasmtime_app	1.5049054188429558	38304949	5.889526078218846
seqhash	base_native	1	7108139804	0
seqhash	wasmtime_app	1.359508329529755	9663575271	0
sieve	base_native	1	569235173	0.0005403591773766732
sieve	wasmtime_app	1.3476942982228541	767154997	0
strcat	base_native	1	65888260	0.07481502418131272
strcat	wasmtime_app	5.309226038143288	349790236	0.9912664502954188
strcat2	base_native	1	2578696	0.5978893700601141
strcat2	wasmtime_app	3.6268888169595344	8465167.5	30.957767191556957
strchr	base_native	1	155111005	0.02581675883860611
strchr	wasmtime_app	2.6219923025406215	406684103.5	1.523601350838055
strlen	base_native	1	48647462.5	0.3693916596803491
strlen	wasmtime_app	4.499110696095234	217160409.5	1.9086379332929424
strtok	base_native	1	374258344	0.011656563085761218
strtok	wasmtime_app	3.262978882309168	1221197073	0
switch	base_native	1	52358566.5	0.04909559034582473
switch	wasmtime_app	1.208499889290039	59240762	20.11638549727463
switch2	base_native	1	1452702918	0
switch2	wasmtime_app	0.2008408909476241	268639065	13.741135050697054
xblabla20	base_native	1	3035269	0.3774083027721199
xblabla20	wasmtime_app	4.381698298252348	9766857.5	83.99695115463597
xchacha20	base_native	1	4174863.5	0.6327256735817025
xchacha20	wasmtime_app	2.6586576559963646	10099976.5	28.723936980970265
