Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	2991313	45.218270409538654
ackermann	wasmtime_app	2.6635125776784454	8945259.5	13.102778393194741
base64	base_native	1	261637556	0.25518319988278065
base64	wasmtime_app	1.3862001226467247	362187842.5	3.5004215910079295
ctype	base_native	1	658085695.5	0.7069475465401969
ctype	wasmtime_app	1.4954887877516554	984159779	0
ed25519	base_native	1	1434013912	0
ed25519	wasmtime_app	4.716499210643641	6763525484	0
fib2	base_native	1	6956609080	0
fib2	wasmtime_app	1.5351524999015755	10679455820	0
gimli	base_native	1	4144935	0.19124238183974074
gimli	wasmtime_app	2.289298982049768	9346140	4.988518241088249
heapsort	base_native	1	1076833892	0
heapsort	wasmtime_app	1.1332865886431442	1220361408	0
keccak	base_native	1	7491295	0.1572168664924016
keccak	wasmtime_app	3.0442296915776197	21210893.5	21.867526291098606
matrix	base_native	1	377905973	0.006866629931775099
matrix	wasmtime_app	1.412043030873185	533619495.5	1.0740582118286237
matrix2	base_native	1	194322053.5	0.024808441270835317
matrix2	wasmtime_app	1.3390735412846309	257672972	1.6989337517729461
memmove	base_native	1	47331489	0.03425788962692777
memmove	wasmtime_app	11.002624317156299	520853023.5	1.1577804762971242
minicsv	base_native	1	761340019	0
minicsv	wasmtime_app	1.4561097595475274	1108594632	0
nestedloop	base_native	1	1583577	1.2183521796212204
nestedloop	wasmtime_app	3.9595712179009914	6172746	4.717278579923492
nestedloop2	base_native	1	1590027	1.1064175475011184
nestedloop2	wasmtime_app	3.952810264401313	6177170.5	4.274211294337027
nestedloop3	base_native	1	2089679	0.8277435548878629
nestedloop3	wasmtime_app	3.272545457261593	6726668.5	5.727072249804144
random	base_native	1	577710052	0.02338319944819662
random	wasmtime_app	0.5031223673428483	290397662	0.17031253654116382
random2	base_native	1	577793873.5	0.0035427918410715657
random2	wasmtime_app	0.5030743430569333	290393362	0.17465612655130536
ratelimit	base_native	1	25931916	0.058430481790672374
ratelimit	wasmtime_app	1.5052457718830403	38320739	5.864632685127404
seqhash	base_native	1	7124653084	0
seqhash	wasmtime_app	1.361094154573997	9697323666	0
sieve	base_native	1	569293373.5	0.004368760989042926
sieve	wasmtime_app	1.34727536574778	766994938	0
strcat	base_native	1	65859305.5	0.05240123778442078
strcat	wasmtime_app	5.310203424860466	349747192	2.2198094818283973
strcat2	base_native	1	2598481	0.49539068292230176
strcat2	wasmtime_app	3.61591697061738	8478245	30.731313998087913
strchr	base_native	1	155134218	0.1496194461742169
strchr	wasmtime_app	2.6235762424459863	406724164	1.5112830581287042
strlen	base_native	1	47698322	0.22358200304411965
strlen	wasmtime_app	4.597164669430063	217066369.5	1.9123870138132582
strtok	base_native	1	374227966	0.007567102126450607
strtok	wasmtime_app	3.2631547584554386	1221163768	0
switch	base_native	1	52339560	0.07726644643440798
switch	wasmtime_app	1.2073496261687497	59180288	20.14486620036999
switch2	base_native	1	1452690759	0
switch2	wasmtime_app	0.20128459540002255	268587060	14.11914025949709
xblabla20	base_native	1	3044935	1.0008310193571912
xblabla20	wasmtime_app	4.339930847072782	9735383	84.1345487710516
xchacha20	base_native	1	4185670.5	0.3168637109500923
xchacha20	wasmtime_app	2.6423752759189942	10071754	28.27016695610587
