Test	Implementation	Ratio	Median	RSD
ackermann	base_native	1	1103714	36.700889479419686
ackermann	wasmtime_app	2.758585297751794	3212210.5	18.86626492200409
ackermann	wasmtime_vcode_app	2.850276213256507	3385722.5	13.751713422344576
base64	base_native	1	109748567	0.08744883564237979
base64	wasmtime_app	1.5339417846529242	167549118	1.110187055546571
base64	wasmtime_vcode_app	1.5267268255049218	167585921.5	0.08475743729594973
ctype	base_native	1	498148643.5	0.12954291124403333
ctype	wasmtime_app	1.3144545830726526	654793767.5	0.15483507331521035
ctype	wasmtime_vcode_app	1.3197663439988871	657439814	1.4357072440992857
ed25519	base_native	1	500319714.5	0.033775420151816206
ed25519	wasmtime_app	6.834998000063817	3419684248	0
ed25519	wasmtime_vcode_app	6.802044217667941	3403196821	0
fib2	base_native	1	2866469690	0
fib2	wasmtime_app	2.047824124036002	5870025782	0
fib2	wasmtime_vcode_app	2.04306179354717	5856374706	0
gimli	base_native	1	1151080	1.3071758510108233
gimli	wasmtime_app	4.760563029612481	5441913.5	3.8147431543891606
gimli	wasmtime_vcode_app	4.8604397523388965	5603042	1.1139125573833804
heapsort	base_native	1	741415325	0
heapsort	wasmtime_app	1.2255082547693494	908610601	0
heapsort	wasmtime_vcode_app	1.2157880834200454	901403917	0
keccak	base_native	1	4988114.5	0.6852279249914679
keccak	wasmtime_app	2.3912337608435563	11513006	11.791205864128237
keccak	wasmtime_vcode_app	2.3363731381478874	11661097	0.4177423538418871
matrix	base_native	1	128219113.5	0.12383813566363189
matrix	wasmtime_app	2.85337683935978	365880496.5	0.5786264254745345
matrix	wasmtime_vcode_app	2.8439110857071275	364666729.5	0.029839060769839675
matrix2	base_native	1	83907968	0.15766906990850257
matrix2	wasmtime_app	1.9914155198503358	166473081	0.9356652012664107
matrix2	wasmtime_vcode_app	1.9839418597589558	166547996	0.04381924487556249
memmove	base_native	1	11365670.5	16.27690640412646
memmove	wasmtime_app	47.329005607742694	569171754	0.4040448645168334
memmove	wasmtime_vcode_app	47.19521283264444	567562781.5	0.06937613441985539
minicsv	base_native	1	548851506	0.4060383192375413
minicsv	wasmtime_app	1.5074227727453844	827351259	0
minicsv	wasmtime_vcode_app	1.4984266345440254	822413715	0
nestedloop	base_native	1	567161	2.394879167565439
nestedloop	wasmtime_app	3.765463978598877	2109577	5.825411218143782
nestedloop	wasmtime_vcode_app	4.013539823851183	2278692	1.692595671896658
nestedloop2	base_native	1	566616.5	2.4374167369636206
nestedloop2	wasmtime_app	3.771034148767954	2115535	5.7487844857097965
nestedloop2	wasmtime_vcode_app	4.005984249112413	2275648	1.9259179444341654
nestedloop3	base_native	1	783873	1.9611827193908995
nestedloop3	wasmtime_app	3.032003872702675	2347671	6.2226644567252745
nestedloop3	wasmtime_vcode_app	3.187472268952206	2505719	1.0715094296560972
random	base_native	1	137173588	0.6843987943882913
random	wasmtime_app	1.1568493222492524	158657725	0.5041427467784522
random	wasmtime_vcode_app	1.1570414248363083	159056981	0.19661860099277695
random2	base_native	1	136709045	0.06551600139496502
random2	wasmtime_app	1.100963945031693	150535433	0.29585782718309017
random2	wasmtime_vcode_app	1.1059768462698472	151145516	0.311905901099949
ratelimit	base_native	1	11542670	2.96944093662835
ratelimit	wasmtime_app	2.063930332575408	23650488	3.6820051312250426
ratelimit	wasmtime_vcode_app	2.072337254647124	23860176	2.130867089936839
seqhash	base_native	1	3687865160	0
seqhash	wasmtime_app	1.310906838849824	4834447659	0
seqhash	wasmtime_vcode_app	1.308956350237057	4827254520	0
sieve	base_native	1	240204731	0.0833917244926384
sieve	wasmtime_app	2.9750355489028166	714573847	0
sieve	wasmtime_vcode_app	2.91477105073554	700098916	0
strcat	base_native	1	7612730.5	1.5425787880950266
strcat	wasmtime_app	18.181724652240597	137894047	1.39783788828058
strcat	wasmtime_vcode_app	18.119289836656336	138064398	0.336455257807861
strcat2	base_native	1	1867154	0.5769578204107838
strcat2	wasmtime_app	2.3500405575960888	4028071	25.911694915918655
strcat2	wasmtime_vcode_app	2.2573872944877205	4199816.5	1.3895517484530295
strchr	base_native	1	10508867.5	0.3944895687217217
strchr	wasmtime_app	17.510988579589945	183532147	0.9112000020234544
strchr	wasmtime_vcode_app	17.43966014777932	183521681	0.04094511421676731
strlen	base_native	1	7900353	0.6352164431325198
strlen	wasmtime_app	15.598145031626657	122765228	1.1715182611560595
strlen	wasmtime_vcode_app	15.55795795782884	122993096	0.11087180317752823
strtok	base_native	1	69649139.5	0.1315768244081794
strtok	wasmtime_app	7.695605540363666	536110033.5	0.275638676433399
strtok	wasmtime_vcode_app	7.801661718139926	543498377.5	4.688072237456228
switch	base_native	1	38645892	0.10294734975325162
switch	wasmtime_app	3.5924483274657653	51066092	141.41663947395904
switch	wasmtime_vcode_app	1.326545958288012	51268018.5	0.19891814980474834
switch2	base_native	1	1626877635	0
switch2	wasmtime_app	0.830223000760595	1350671232	0
switch2	wasmtime_vcode_app	0.8251981440509507	1342496405	0
xblabla20	base_native	1	1262443	1.673650212549818
xblabla20	wasmtime_app	5.066641405784537	4778928.5	81.56521594114352
xblabla20	wasmtime_vcode_app	3.918791629328328	4960131	1.1311281178115475
xchacha20	base_native	1	1955612	1.0991980718403647
xchacha20	wasmtime_app	2.777906586209444	5074665.5	22.76811500559928
xchacha20	wasmtime_vcode_app	2.664824219925449	5232501.5	1.0841811363813865
